GeneID	Cam_fun_v_Fang	Fumoz_v_Fang	Ghana_fun_v_Fang	Malawi_fun_v_Fang	Uganda_fun_v_Fang
AFUN018552	1.52	2.33	2.79	3.64	2.64
AFUN002039	-0.19	-0.31	-0.02	-0.49	-0.34
AFUN020731	-0.05	0.01	-0.02	-0.1	-0.09
AFUN008211	-0.09	0.02	0.11	-0.03	0.01
AFUN022258	-0.1	-0.19	-0.59	-0.67	-0.72
AFUN015042	1.08	0.8	1.58	2.77	1.51
AFUN005933	-0.1	0.1	-0.13	0.0	0.03
AFUN001631	-0.28	-0.4	0.22	0.51	0.28
AFUN014060	0.33	0.58	0.48	1.08	0.61
AFUN002766	0.05	0.35	0.0	0.14	-0.03
AFUN004033	0.07	0.04	-0.03	-0.05	0.02
AFUN007177	0.07	0.02	-0.27	-0.05	-0.19
AFUN019398	-0.48	0.33	0.86	1.72	0.0
AFUN019874	-0.69	-0.12	0.23	0.59	0.13
AFUN020986	0.06	0.07	0.07	0.08	0.11
AFUN012046	0.68	-0.62	1.59	0.81	1.16
AFUN006383	0.65	0.81	1.76	2.26	1.31
AFUN021633	0.48	0.2	-0.03	0.49	-0.19
AFUN003321	0.34	0.14	0.63	1.39	0.34
AFUN022106	0.99	1.69	2.12	2.67	2.22
AFUN004043	0.08	-0.22	-0.28	-0.21	-0.38
AFUN018393	0.41	0.31	2.1	0.46	1.55
AFUN005330	0.06	0.27	0.22	0.05	0.23
AFUN001496	0.11	0.84	0.18	0.23	-0.05
AFUN022043	0.42	0.67	1.37	1.65	0.81
AFUN011364	0.67	0.94	2.1	2.16	1.56
AFUN000036	-0.09	0.09	0.23	0.14	0.14
AFUN017098	-1.09	-4.64	-1.64	-3.33	-2.67
AFUN002838	0.07	0.17	0.04	0.02	0.1
AFUN019463	0.33	-0.16	0.9	1.98	0.97
AFUN005214	0.05	0.13	0.17	0.18	0.26
AFUN000430	-0.12	-0.05	-0.34	-0.29	-0.38
AFUN010226	-0.14	-0.35	0.04	-0.05	-0.13
AFUN008067	-0.1	-0.19	-0.19	-0.3	-0.18
AFUN010107	-0.38	0.07	1.04	1.44	0.6
AFUN003875	-0.06	0.05	0.06	0.12	0.22
AFUN008305	-0.57	-0.71	0.85	1.34	0.44
AFUN009289	-0.13	-0.04	0.2	0.43	0.09
AFUN021742	0.1	0.13	-0.19	0.0	-0.26
AFUN017607	-1.27	-1.38	1.77	-1.93	-0.64
AFUN011388	0.08	0.29	-0.09	0.11	0.09
AFUN004214	-0.06	-0.44	-0.21	-0.13	-0.18
AFUN001469	-0.2	-0.52	-0.09	0.18	-0.11
AFUN000847	-0.49	-0.07	0.85	1.54	0.62
AFUN008517	-0.45	-0.84	1.07	1.32	0.36
AFUN008542	-0.48	-0.28	1.0	1.0	0.14
AFUN008132	-0.07	-0.12	-0.18	0.04	-0.07
AFUN006644	-0.15	-0.35	0.28	0.12	0.07
AFUN015913	-0.1	0.0	-0.19	0.15	0.02
AFUN002945	0.16	0.28	-0.32	0.37	-0.46
AFUN008145	-0.12	0.03	-0.14	0.15	0.09
AFUN003448	0.13	-0.69	-0.49	-0.44	-0.4
AFUN001356	0.91	0.63	1.84	2.18	0.6
AFUN020291	0.15	0.4	0.53	0.64	0.42
AFUN021864	-0.47	0.31	0.18	0.18	0.47
AFUN019534	0.3	0.59	0.45	0.32	0.41
AFUN005498	-0.07	0.02	-0.31	0.0	-0.08
AFUN003130	-0.12	-0.19	0.28	0.29	0.08
AFUN002764	-0.08	-0.02	0.01	0.04	0.17
AFUN018596	-0.26	-0.01	-0.29	-0.1	-0.61
AFUN006252	0.1	0.13	0.33	0.13	0.23
AFUN007986	-0.3	-0.42	0.49	0.59	0.27
AFUN017078	1.35	-0.05	-0.03	0.92	0.28
AFUN007731	0.67	0.56	1.83	2.37	1.32
AFUN014325	1.16	1.31	2.19	3.12	2.09
AFUN010507	-0.23	-0.61	-0.08	-0.33	0.04
AFUN020786	-0.22	-0.51	0.18	0.68	-0.04
AFUN006560	-0.46	-0.81	0.06	0.23	-0.06
AFUN016163	0.22	0.58	0.27	0.67	0.53
AFUN020931	-0.13	-0.35	-0.35	0.37	-0.19
AFUN006125	0.06	0.2	0.11	-0.1	-0.12
AFUN006102	-0.36	0.01	0.86	1.59	0.67
AFUN001339	-0.56	0.39	0.76	0.95	-0.01
AFUN004068	0.54	-0.27	2.06	1.34	1.36
AFUN016377	-0.41	-0.82	1.07	0.73	0.6
AFUN012021	-0.67	-1.14	0.37	1.41	-0.22
AFUN001445	0.05	0.15	0.04	0.07	0.17
AFUN019431	0.2	0.5	0.27	0.08	0.23
AFUN005302	-0.09	-0.04	-0.12	-0.18	-0.07
AFUN004308	-0.1	-0.29	-0.1	-0.54	-0.53
AFUN004365	-0.28	-0.6	-0.37	0.36	-0.55
AFUN022180	0.08	0.23	-0.02	0.22	0.08
AFUN003188	0.11	0.1	0.19	0.31	0.05
AFUN021139	0.1	-0.26	-0.36	-0.37	-0.68
AFUN004315	0.17	0.79	0.93	0.64	0.5
AFUN014046	1.5	1.5	3.95	3.75	3.53
AFUN017818	1.45	1.31	1.74	1.35	1.82
AFUN014344	0.67	-0.07	1.33	0.72	0.76
AFUN020657	0.39	0.62	1.08	1.43	0.85
AFUN000297	-0.12	-0.34	-0.49	-0.29	-0.31
AFUN001303	-0.09	-0.15	0.06	-0.04	0.49
AFUN003272	-0.07	0.17	-0.11	-0.03	-0.12
AFUN003543	0.08	0.1	0.02	0.18	0.05
AFUN008861	0.07	0.62	0.15	0.39	0.46
AFUN019599	-0.18	-0.18	-0.01	0.22	-0.65
AFUN007059	0.23	0.34	0.55	1.02	0.69
AFUN002179	0.2	-0.42	-0.36	-0.25	0.81
AFUN016387	-0.46	-0.04	0.77	1.22	0.33
AFUN017481	-1.49	-5.46	-0.87	-3.17	-2.11
AFUN019115	-0.19	-0.88	-0.33	0.64	-0.38
AFUN020566	0.22	0.11	0.94	1.38	0.63
AFUN019295	0.1	-0.37	0.2	0.2	0.23
AFUN005293	-0.12	0.19	0.18	0.06	0.11
AFUN017606	-0.78	-3.01	-1.05	-2.53	-1.66
AFUN001733	-0.07	-0.09	-0.08	-0.03	-0.08
AFUN010573	-0.36	-0.16	0.61	1.02	0.2
AFUN003644	-0.12	-0.13	-0.06	-0.23	-0.27
AFUN017496	-1.07	-4.06	-1.54	-2.78	-2.15
AFUN007537	0.06	0.04	-0.09	-0.22	0.02
AFUN010221	0.39	-0.29	0.05	-0.54	-0.18
AFUN011238	-0.07	-0.15	-0.03	-0.03	-0.13
AFUN019669	0.82	0.28	0.88	1.23	0.14
AFUN005256	-0.08	0.08	0.19	0.11	0.08
AFUN003133	0.51	1.31	1.38	1.92	1.3
AFUN008659	0.84	1.15	2.13	2.87	2.19
AFUN017144	-1.27	-2.54	-1.1	-1.72	-1.63
AFUN017835	1.5	1.13	1.62	1.13	1.78
AFUN002412	0.14	1.22	0.45	0.28	0.35
AFUN001869	0.78	0.48	1.43	2.25	1.35
AFUN014447	-0.47	0.19	0.66	0.73	-0.74
AFUN021407	-0.08	-0.17	-0.23	-0.15	-0.1
AFUN008335	-0.08	0.0	-0.15	-0.14	0.2
AFUN001323	-0.1	-0.37	-0.22	-0.15	-0.19
AFUN016489	0.12	0.78	0.44	0.67	0.39
AFUN022240	0.19	-0.36	0.54	-0.95	0.29
AFUN003162	0.06	-0.09	-0.24	-0.1	-0.26
AFUN009219	-0.15	-0.59	-0.36	-0.27	-0.18
AFUN004163	-0.09	-0.03	0.02	-0.15	-0.17
AFUN010066	-0.04	0.07	0.02	-0.01	0.11
AFUN020003	0.1	0.54	0.28	0.25	0.38
AFUN020320	-0.1	-0.17	-0.23	-0.09	0.05
AFUN016762	1.19	0.54	-0.18	1.03	1.83
AFUN004243	0.7	1.0	2.41	2.78	1.6
AFUN002993	0.28	0.06	0.36	0.44	0.02
AFUN015990	-0.19	0.45	0.24	0.28	-0.12
AFUN019322	-0.5	-2.52	-0.65	0.11	-1.71
AFUN002089	-0.68	-0.8	0.13	1.04	-0.28
AFUN005222	-0.44	-0.72	0.25	1.27	0.2
AFUN021962	1.47	3.41	3.86	3.88	3.56
AFUN020725	0.15	0.24	0.23	-0.23	0.13
AFUN020573	-0.1	0.14	0.09	-0.14	0.1
AFUN019112	0.1	0.31	0.29	0.28	0.34
AFUN009987	-0.77	-0.87	0.11	0.65	0.47
AFUN020391	-0.05	0.16	0.02	-0.03	-0.09
AFUN004353	-0.45	-0.33	0.45	1.14	0.18
AFUN017664	-1.05	-2.43	0.01	-2.67	-1.35
AFUN021036	0.23	0.37	0.95	1.07	0.79
AFUN003115	-0.08	0.19	-0.28	-0.16	-0.12
AFUN011002	0.13	0.88	0.41	0.14	0.43
AFUN009592	0.1	-0.19	0.1	-0.09	-0.11
AFUN021926	0.07	0.46	0.1	-0.05	-0.06
AFUN007861	-0.05	0.13	0.02	0.05	0.15
AFUN011062	0.47	0.54	1.09	1.72	0.8
AFUN004821	0.06	0.1	-0.31	-0.31	-0.29
AFUN003690	-0.37	-0.3	0.82	0.91	0.59
AFUN021071	-0.11	0.08	0.03	-0.13	-0.07
AFUN001329	-0.11	-0.17	-0.13	0.02	-0.26
AFUN018901	0.08	0.39	-0.19	0.18	-0.05
AFUN009352	-0.12	-0.27	-0.09	-0.13	-0.21
AFUN019162	-0.63	-0.66	-1.07	-1.23	-0.6
AFUN000216	0.06	0.19	-0.28	-0.18	-0.13
AFUN021400	-0.1	-0.14	-0.17	-0.27	-0.39
AFUN001161	0.93	0.89	1.79	3.14	2.47
AFUN017572	-0.89	-4.08	-1.88	-2.96	-2.29
AFUN006703	0.43	-0.16	0.9	0.94	0.53
AFUN010897	-0.26	-0.28	0.04	0.17	0.46
AFUN017341	-1.53	-5.02	-1.1	-2.73	-2.01
AFUN008435	-0.04	0.47	0.35	0.13	0.34
AFUN009376	-0.96	0.8	1.69	2.15	0.96
AFUN019236	-1.12	0.17	0.17	0.58	0.13
AFUN003768	-0.08	0.71	0.15	0.42	0.2
AFUN011322	-0.05	0.04	-0.04	-0.11	-0.04
AFUN019922	-0.09	-0.06	0.06	0.06	0.45
AFUN017804	0.58	1.07	1.14	0.71	1.53
AFUN004699	-0.17	-0.43	0.22	0.3	-0.01
AFUN008025	0.05	0.09	0.0	-0.04	0.01
AFUN003799	-0.06	0.04	-0.17	-0.17	-0.13
AFUN010883	0.06	0.06	0.09	0.08	0.05
AFUN002105	0.13	0.15	0.08	0.29	-0.01
AFUN002922	0.46	0.99	1.98	2.53	1.69
AFUN015771	-0.26	-0.16	0.02	0.37	-0.03
AFUN010881	0.12	0.22	0.27	0.16	0.28
AFUN001874	0.05	0.17	-0.04	-0.06	0.08
AFUN020441	-0.05	0.01	-0.17	-0.16	-0.13
AFUN017634	-1.6	-2.54	-0.11	-0.66	-0.61
AFUN022351	0.41	0.98	1.55	1.95	0.9
AFUN017035	0.99	0.56	2.2	2.14	1.2
AFUN006739	0.71	0.63	2.29	1.69	1.52
AFUN016799	0.47	0.4	0.48	0.45	0.68
AFUN007050	0.08	0.03	-0.07	-0.07	-0.05
AFUN003421	-0.07	-0.07	0.11	0.04	0.15
AFUN008467	-0.31	-0.62	0.3	0.73	-0.3
AFUN001939	0.06	0.27	0.12	0.09	0.36
AFUN010685	1.07	0.0	2.87	3.64	1.66
AFUN009665	0.05	0.14	-0.14	0.11	-0.04
AFUN008907	-1.39	0.54	0.15	0.7	-0.29
AFUN011574	-0.07	0.02	-0.27	-0.36	-0.02
AFUN009827	0.12	0.25	0.49	0.22	0.36
AFUN020929	0.06	-0.09	-0.04	0.01	-0.06
AFUN002483	0.08	0.26	0.18	0.1	0.14
AFUN003148	-0.06	-0.3	-0.13	-0.11	-0.01
AFUN002586	0.08	-0.31	-0.43	-0.1	-0.36
AFUN003973	-0.45	-0.01	0.74	1.15	0.84
AFUN011758	0.3	-0.38	-0.08	0.31	0.05
AFUN007132	0.07	-0.09	-0.01	-0.16	-0.06
AFUN019686	1.43	1.34	1.17	2.66	2.32
AFUN004461	0.32	-0.58	0.54	-0.59	0.6
AFUN019213	-0.12	0.02	-0.03	0.16	0.25
AFUN017849	-0.23	-0.17	0.52	-0.26	0.21
AFUN001133	-0.1	0.58	0.47	0.1	-0.45
AFUN020709	-0.17	-0.11	0.16	0.02	0.33
AFUN011951	-0.3	-0.3	-0.36	-0.86	-0.19
AFUN008809	0.07	0.18	-0.02	0.08	-0.15
AFUN003802	-0.08	-0.15	-0.01	-0.15	0.02
AFUN007058	0.06	-0.19	-0.16	-0.06	-0.25
AFUN009920	0.33	-0.56	0.62	0.99	0.25
AFUN017781	0.48	0.94	2.7	0.36	1.89
AFUN002368	0.1	0.43	0.53	0.17	0.41
AFUN006236	-0.06	-0.06	-0.15	0.03	-0.23
AFUN020811	-0.05	0.04	0.02	-0.02	0.2
AFUN018988	0.1	-1.69	-0.15	0.08	-0.14
AFUN015900	0.43	-0.02	1.08	1.47	0.67
AFUN004001	0.16	0.16	-0.02	0.25	0.25
AFUN021956	0.14	-0.31	0.35	-0.16	0.25
AFUN021983	0.05	0.18	0.07	-0.02	0.09
AFUN003008	0.8	0.47	2.31	1.87	1.13
AFUN020092	-0.3	-0.41	0.67	1.18	0.22
AFUN021224	-0.86	-0.65	0.94	1.73	0.13
AFUN021661	0.17	-0.72	0.53	0.11	0.2
AFUN001864	0.04	0.08	-0.07	0.01	0.11
AFUN002006	0.13	0.23	0.23	0.16	0.39
AFUN022049	0.1	-0.16	0.07	0.04	-0.02
AFUN020094	-0.09	0.01	-0.06	-0.05	0.06
AFUN001652	-0.04	0.16	0.05	0.11	0.26
AFUN019120	-0.42	0.75	0.36	0.91	0.59
AFUN002158	0.07	0.68	0.19	0.29	0.31
AFUN019327	0.1	-0.26	0.37	0.39	0.39
AFUN002781	-0.33	-0.39	0.47	0.15	-0.22
AFUN011815	-0.12	0.22	-0.06	-0.28	0.01
AFUN008472	0.09	-0.29	-0.05	-0.2	-0.04
AFUN010129	0.44	0.96	1.59	1.77	1.75
AFUN000607	0.05	0.08	0.13	0.03	0.16
AFUN009892	0.38	-0.01	0.99	1.66	1.13
AFUN007153	0.07	0.15	0.2	0.02	0.23
AFUN020238	-0.07	-0.19	0.04	-0.11	0.01
AFUN011730	0.42	0.75	1.11	1.85	1.26
AFUN020136	-0.06	-0.29	-0.23	-0.31	-0.14
AFUN019632	0.11	1.26	0.13	0.53	-0.22
AFUN018854	-0.2	0.71	1.23	1.07	0.76
AFUN002973	0.33	-0.93	-0.63	-0.1	-0.65
AFUN005051	0.44	-0.42	-0.56	-0.15	0.21
AFUN002911	-0.13	0.31	0.23	0.5	0.01
AFUN004533	-0.1	-0.18	0.2	0.16	0.26
AFUN009380	-0.08	0.07	-0.16	0.07	-0.16
AFUN021739	-0.09	-0.15	-0.39	-0.28	-0.22
AFUN006457	0.09	0.25	-0.04	-0.27	-0.09
AFUN001307	0.83	-0.92	2.91	2.37	2.3
AFUN014446	-0.5	-0.81	0.16	0.7	-0.5
AFUN018951	0.09	0.17	-0.07	-0.08	-0.07
AFUN002884	0.74	1.39	1.63	2.62	0.7
AFUN020257	0.13	0.09	-0.09	0.01	0.23
AFUN009812	-0.11	-0.11	0.26	0.14	0.21
AFUN006470	0.06	0.1	0.03	0.04	0.03
AFUN002774	0.06	0.07	0.21	0.1	0.21
AFUN007045	0.43	-0.16	0.91	1.21	0.66
AFUN018942	-0.76	-2.35	0.35	0.48	-1.43
AFUN021831	-0.06	-0.16	-0.24	-0.35	-0.09
AFUN008300	-0.07	0.14	0.11	-0.08	0.06
AFUN021950	0.12	-0.32	-0.14	-0.12	-0.07
AFUN019610	0.11	0.08	0.0	-0.22	0.09
AFUN010999	0.05	-0.16	-0.21	-0.2	-0.21
AFUN007223	0.08	0.59	0.43	0.36	0.24
AFUN006438	0.04	-0.24	0.04	-0.08	-0.01
AFUN008299	0.07	0.11	0.2	0.06	0.03
AFUN004731	0.59	0.99	1.5	2.4	0.8
AFUN002383	0.05	0.08	-0.14	0.0	0.01
AFUN016440	0.06	0.15	0.06	0.11	0.1
AFUN021905	-0.19	1.25	1.04	1.89	-0.62
AFUN014744	-0.24	-0.63	-0.42	-0.1	-0.49
AFUN006805	0.04	-0.04	0.0	-0.07	0.08
AFUN007435	-0.06	0.13	-0.07	0.04	-0.05
AFUN014156	-0.63	0.25	2.3	0.12	-0.03
AFUN017212	0.5	0.78	0.74	0.62	0.69
AFUN011770	-0.37	-0.15	0.29	0.52	-0.42
AFUN015980	-0.08	-0.32	-0.2	-0.2	-0.3
AFUN020990	-0.1	-0.02	0.06	-0.13	-0.13
AFUN021891	-0.26	-0.67	0.53	1.3	0.2
AFUN014589	0.51	-0.49	0.97	1.0	0.43
AFUN016053	0.17	-1.66	0.1	0.04	0.02
AFUN011601	-0.25	-0.13	0.63	1.35	0.6
AFUN016516	0.6	0.59	0.85	1.33	0.82
AFUN022050	0.99	2.1	3.36	3.42	1.71
AFUN000751	-0.55	0.95	0.12	1.4	0.89
AFUN006677	-0.12	-0.32	0.01	0.08	0.01
AFUN021191	-0.2	-0.35	0.28	0.33	-0.14
AFUN001009	0.18	0.22	0.79	1.18	0.7
AFUN001524	0.3	1.43	1.9	1.92	0.96
AFUN007478	-0.14	0.05	0.45	0.22	0.07
AFUN002770	-0.24	-0.7	-0.64	-0.19	-1.09
AFUN021959	0.1	0.18	0.09	0.06	0.06
AFUN004866	-0.31	0.51	0.78	0.95	0.49
AFUN019375	0.11	-0.66	0.14	0.49	0.26
AFUN017583	-0.89	-5.14	-2.36	-3.95	-2.66
AFUN010439	0.06	-0.07	-0.01	-0.15	0.01
AFUN022358	-0.32	-0.5	0.24	0.54	-0.07
AFUN011407	-0.23	-0.39	-0.6	-0.78	-1.3
AFUN019880	-0.06	0.14	-0.36	-0.22	-0.24
AFUN020773	-0.15	-0.02	-0.17	-0.14	0.03
AFUN022191	0.06	-0.05	0.02	0.1	-0.02
AFUN016155	-0.09	0.22	-0.34	0.04	-0.45
AFUN020366	-0.05	-0.01	-0.21	-0.03	-0.23
AFUN017832	-0.59	-0.96	0.14	0.49	0.33
AFUN018523	-0.29	-0.29	0.03	0.79	-0.22
AFUN021081	-0.68	-1.93	0.99	1.06	0.59
AFUN008619	0.36	-0.52	0.82	0.94	0.14
AFUN001137	0.05	0.15	-0.06	-0.15	-0.09
AFUN017615	-1.27	-1.38	-0.83	0.84	-1.3
AFUN001948	0.07	0.03	0.29	0.23	0.18
AFUN019050	-0.69	0.95	0.9	1.08	-0.46
AFUN018758	-0.18	0.05	-1.1	-0.47	-1.09
AFUN004725	0.07	-0.03	0.02	0.03	0.02
AFUN005202	-0.05	0.13	-0.02	0.04	-0.02
AFUN004344	0.08	0.2	0.04	0.07	-0.18
AFUN005034	-0.07	-0.27	-0.14	-0.26	-0.19
AFUN006380	0.08	-0.06	-0.06	-0.07	-0.06
AFUN007587	0.39	0.62	0.67	1.05	0.41
AFUN017083	-0.35	0.2	0.06	-0.04	0.06
AFUN022246	-0.21	-0.54	-0.03	-0.05	0.26
AFUN010648	-0.64	-3.57	-2.86	-1.96	-3.66
AFUN014399	0.2	0.61	0.37	0.54	0.13
AFUN016215	0.19	0.8	0.14	0.75	0.27
AFUN019034	-0.57	-0.78	0.84	1.28	0.71
AFUN019374	0.49	0.4	0.6	1.31	0.66
AFUN007675	-0.6	0.06	0.1	0.88	-0.54
AFUN002177	-0.04	0.12	0.1	0.03	0.23
AFUN000082	-0.06	-0.21	-0.31	-0.23	-0.28
AFUN019430	0.14	0.58	0.66	0.31	0.45
AFUN018858	0.19	-0.23	0.76	0.47	-0.01
AFUN009442	-0.07	-0.11	-0.09	0.1	0.1
AFUN010547	-0.06	0.29	-0.14	-0.25	-0.13
AFUN008332	-0.12	0.24	-0.06	0.43	0.39
AFUN021390	0.36	0.0	0.56	0.98	0.37
AFUN010007	0.08	0.09	-0.03	0.04	0.02
AFUN019728	-0.39	-1.79	-0.74	-0.64	-1.88
AFUN018508	0.12	-0.36	-0.05	-0.55	-0.55
AFUN009171	0.07	0.43	0.09	0.19	0.06
AFUN008560	0.12	-0.33	0.61	1.25	0.74
AFUN020920	-0.2	-0.2	0.53	0.51	0.06
AFUN001824	-0.07	-1.69	-0.15	-0.13	0.0
AFUN008050	-0.03	-0.06	-0.13	-0.14	-0.1
AFUN019164	0.44	0.9	1.65	2.21	0.74
AFUN021833	-0.18	0.1	-0.23	0.28	-0.09
AFUN000743	-0.07	-0.12	-0.29	-0.18	-0.26
AFUN003917	-0.12	0.09	-0.66	-0.16	-0.71
AFUN003996	0.11	-0.44	0.07	-0.81	0.1
AFUN021122	-0.44	-0.98	0.42	1.82	-0.03
AFUN001846	-0.21	0.74	-0.43	0.0	-0.45
AFUN010182	0.04	0.11	0.15	0.11	0.18
AFUN007873	-0.08	-0.14	0.12	0.16	0.26
AFUN006782	-0.64	-0.73	0.97	1.15	0.25
AFUN011108	-0.39	0.53	0.21	1.09	0.11
AFUN008169	0.25	-0.41	0.72	0.45	0.6
AFUN010165	-0.72	-0.78	0.51	1.72	0.71
AFUN016145	0.82	0.32	2.35	2.76	1.2
AFUN018396	0.3	0.17	-0.06	-0.81	0.37
AFUN003994	0.05	-0.04	-0.1	0.05	0.18
AFUN014636	-0.46	-0.56	0.27	0.81	0.14
AFUN001938	0.45	0.66	1.55	2.03	1.23
AFUN009459	0.39	0.53	1.48	2.14	1.5
AFUN006694	0.05	-0.1	0.03	-0.01	-0.07
AFUN002466	-0.06	-0.28	-0.13	-0.09	-0.17
AFUN022222	0.38	0.74	0.58	1.59	0.17
AFUN019661	-0.8	-0.15	-0.05	1.52	-0.31
AFUN017057	-0.32	-0.11	-0.16	-0.45	-0.19
AFUN004078	0.13	-0.05	0.29	0.07	0.16
AFUN007521	-0.31	-0.13	0.94	1.25	0.4
AFUN011940	0.52	0.44	1.83	1.31	1.27
AFUN005756	-0.32	-0.36	0.36	1.06	0.32
AFUN001239	0.07	0.15	0.11	0.14	0.16
AFUN000638	-0.11	-0.12	-0.46	-0.48	-0.52
AFUN019714	0.85	1.86	3.36	2.61	1.55
AFUN004995	0.14	-0.46	-0.2	-0.15	-0.56
AFUN003825	0.54	0.93	1.5	1.43	0.5
AFUN020805	0.1	0.39	0.37	0.33	0.43
AFUN022266	-0.62	-1.16	-0.5	-0.33	-0.39
AFUN014035	1.03	1.31	1.86	1.92	0.27
AFUN010319	-0.09	-0.14	-0.11	-0.07	-0.27
AFUN018943	-0.43	-0.18	-0.56	0.16	-0.41
AFUN020942	-0.27	-0.41	0.5	0.84	0.28
AFUN009061	0.08	0.24	0.11	-0.08	-0.1
AFUN000464	-0.19	-0.12	0.06	0.86	0.21
AFUN010670	0.21	0.23	1.23	2.06	0.99
AFUN018945	0.31	-1.08	0.71	1.15	1.08
AFUN021391	-0.61	0.41	0.98	1.99	0.9
AFUN011998	0.7	0.59	2.1	2.35	1.08
AFUN005588	0.1	-0.11	0.13	0.09	-0.17
AFUN018617	-0.31	-0.79	-0.67	0.45	-0.64
AFUN005103	-0.36	0.37	0.74	1.17	0.32
AFUN006318	-0.12	0.07	-0.42	-0.4	-0.67
AFUN017444	-0.19	-0.32	-0.16	-0.58	-0.16
AFUN019405	1.32	2.36	1.38	3.78	2.19
AFUN021032	-0.43	0.01	0.71	1.0	0.83
AFUN016058	-0.17	0.54	0.11	0.29	-0.23
AFUN002692	-0.11	-0.46	-0.34	-0.06	-0.24
AFUN008465	-0.08	-0.22	-0.04	-0.27	0.08
AFUN020191	0.48	-0.54	0.68	0.6	0.43
AFUN009896	1.5	2.69	3.68	2.84	2.79
AFUN016677	-0.23	-0.07	0.22	0.23	0.5
AFUN020348	-0.06	0.13	-0.08	0.0	0.3
AFUN003539	0.07	0.1	0.07	0.25	0.12
AFUN001721	-0.5	-1.43	-0.17	0.1	0.32
AFUN018469	-0.08	-2.16	0.2	-0.41	0.31
AFUN015270	0.65	0.77	1.73	1.76	0.5
AFUN014805	0.78	0.13	1.4	2.78	0.94
AFUN015998	0.07	-0.4	-0.47	-0.27	-0.26
AFUN021786	-0.07	0.16	0.31	0.09	0.56
AFUN011663	-0.08	-0.32	0.24	0.07	-0.15
AFUN007302	-0.06	0.13	-0.16	-0.16	-0.18
AFUN005170	0.05	0.18	0.15	-0.03	0.17
AFUN010905	0.07	0.19	0.16	0.19	0.19
AFUN016217	0.12	0.32	0.08	0.15	-0.3
AFUN011739	0.07	0.07	-0.02	-0.01	0.11
AFUN009503	-0.17	-0.19	-0.54	-0.43	-0.27
AFUN001391	-0.06	-0.27	-0.3	-0.41	-0.29
AFUN021185	-0.15	0.46	-0.77	-0.26	0.29
AFUN019493	-0.15	-0.33	-0.12	-1.83	-0.39
AFUN018987	-0.22	-1.01	-0.38	0.1	0.14
AFUN005848	-0.14	-0.27	0.48	0.2	0.32
AFUN016162	-0.11	-0.26	-0.23	-0.06	-0.09
AFUN001182	-0.39	-1.72	-0.07	0.12	-0.4
AFUN014168	-0.6	0.8	1.15	0.67	-0.11
AFUN021966	-0.05	-0.14	-0.21	-0.28	-0.29
AFUN001203	0.45	1.39	1.56	2.41	1.53
AFUN004783	0.06	0.28	0.38	0.33	0.34
AFUN021124	-0.92	0.53	0.91	1.44	0.74
AFUN010532	-0.12	-0.41	0.22	-0.02	-0.14
AFUN006269	-0.24	-0.27	0.46	0.7	0.23
AFUN016580	-0.66	0.04	0.75	0.77	-0.22
AFUN009685	0.06	0.09	0.17	-0.03	-0.09
AFUN002683	0.05	0.4	0.01	-0.03	-0.02
AFUN009967	-0.14	0.26	0.13	-0.09	-0.02
AFUN009507	0.93	1.99	2.62	3.19	1.97
AFUN017686	-1.4	-2.67	2.5	-1.38	1.06
AFUN014903	0.35	0.59	0.58	0.78	0.97
AFUN009925	0.75	1.1	1.83	2.49	0.91
AFUN016319	0.08	-0.14	-0.17	-0.15	-0.17
AFUN002830	-0.49	-0.12	0.58	0.53	0.39
AFUN020205	-0.05	-0.02	-0.08	-0.08	0.08
AFUN003642	0.11	0.18	0.19	0.36	0.09
AFUN002852	0.07	0.24	0.01	0.24	-0.02
AFUN020742	0.05	0.06	0.0	-0.18	0.06
AFUN002549	-0.09	0.43	-0.06	-0.24	0.03
AFUN020758	0.21	-0.03	0.39	0.58	0.11
AFUN020162	0.06	0.14	0.22	0.11	0.21
AFUN014016	-0.9	-2.49	-0.59	-0.06	-0.71
AFUN016101	-0.24	0.43	0.2	0.22	-0.1
AFUN017838	0.33	0.86	0.88	0.71	0.91
AFUN016719	-0.74	-0.68	0.51	0.9	-0.29
AFUN021697	1.02	1.98	2.08	2.64	1.23
AFUN018793	-0.05	0.23	0.04	-0.01	0.09
AFUN022165	-0.06	-0.04	0.04	0.1	-0.05
AFUN003006	1.28	-0.05	1.27	1.92	0.95
AFUN016063	0.32	0.78	1.38	1.58	0.98
AFUN017862	-0.37	-0.24	0.05	-0.86	0.14
AFUN020597	-0.16	0.3	0.12	0.22	-0.01
AFUN010887	-0.1	-0.46	0.34	0.34	0.23
AFUN020176	-0.04	0.05	-0.01	0.01	0.1
AFUN008077	-0.08	-0.16	-0.24	-0.39	-0.48
AFUN016607	0.05	0.06	0.03	-0.07	0.19
AFUN016615	-0.59	0.3	0.87	0.95	0.16
AFUN003116	-0.35	-0.35	0.8	1.23	-0.08
AFUN019167	-0.63	-0.01	-0.04	1.11	-0.58
AFUN002518	0.34	0.07	0.86	1.03	0.85
AFUN022219	-0.38	0.06	0.22	0.26	-0.24
AFUN019411	-1.4	0.49	1.56	2.1	1.04
AFUN007131	-0.07	-0.38	-0.17	-0.46	-0.23
AFUN019305	0.15	-0.14	0.54	0.56	0.4
AFUN006998	-0.1	0.02	0.09	0.2	0.25
AFUN000028	-0.07	-0.16	-0.08	0.07	0.22
