GeneID	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz
AGAP009783	0.54	0.0	0.26	0.22	0.13	-0.05	0.76	0.74	0.43	1.17	-0.4	0.81	-0.77	0.8	-0.76	-0.82	-0.55	0.06	-0.11	0.05	-0.49	0.34	0.01
AGAP028164	-0.73	-0.45	0.67	0.57	0.99	-0.08	0.64	0.89	0.51	-0.08	0.14	-0.39	-0.19	-0.34	-0.13	0.37	1.11	1.63	0.16	0.3	0.5	0.92	0.19
AGAP002723	0.88	0.65	-1.17	0.43	0.14	-0.05	-0.87	-0.74	-1.2	0.36	0.56	0.36	0.56	0.92	1.12	0.7	0.27	-1.38	-1.19	-1.08	-1.22	-0.4	-0.39
AGAP008875	-1.17	0.07	-0.03	-0.07	0.12	-1.36	-1.49	-1.4	-1.24	-0.22	0.14	-0.1	0.25	-0.17	0.19	0.37	-0.69	0.03	-0.36	-0.42	-0.39	0.32	0.47
AGAP006363	0.97	0.54	-1.37	0.33	0.01	-0.3	-1.22	-1.34	-1.17	0.73	0.79	0.93	0.99	1.21	1.28	0.6	0.02	-0.86	-0.14	0.07	-0.11	0.17	0.4
AGAP010865	-0.79	-0.51	-0.49	0.21	1.36	-0.14	-0.61	-0.58	-0.49	0.99	0.95	1.13	1.07	0.93	0.89	0.33	1.11	-1.64	0.58	0.37	0.22	-0.4	-0.32
AGAP000734	1.37	0.48	-0.73	0.16	0.28	1.04	0.38	0.39	0.0	-0.42	0.56	-0.19	0.78	-0.21	0.77	0.43	0.78	0.18	0.26	0.02	-0.02	0.63	0.14
AGAP003301	1.1	0.42	0.54	-0.71	0.03	-0.05	0.67	-0.28	-0.19	-0.44	-0.1	-0.79	-0.46	-1.29	-0.94	0.25	-0.2	-0.98	-0.05	-0.25	-0.06	-0.53	-0.82
AGAP000768	0.8	0.9	-0.4	0.14	0.09	0.04	-0.33	-0.13	-0.18	-0.4	0.18	-0.09	0.47	-0.2	0.37	0.53	0.28	-1.15	-0.51	-0.45	-0.33	0.7	0.69
AGAP001993	-0.77	-0.26	0.28	-0.39	-0.37	-0.08	0.72	-0.49	-0.49	-0.45	-1.95	-0.91	-2.44	-0.65	-2.15	-0.89	-1.04	0.13	-0.16	0.08	0.06	-0.1	0.25
AGAP005130	-0.79	-0.12	0.3	-0.18	-0.13	-0.19	-0.19	-0.3	-0.08	0.0	-0.21	-0.19	-0.42	-0.1	-0.31	-0.34	-0.13	0.0	0.36	0.31	0.02	0.24	-0.67
AGAP000555	0.64	-0.1	-0.32	0.24	0.42	1.15	1.95	1.16	1.23	0.2	0.04	0.23	0.06	0.49	0.34	0.27	0.67	0.16	-0.77	-0.46	-0.65	0.7	0.33
AGAP002482	-0.62	-0.46	-0.03	-0.23	0.15	-0.21	-0.2	0.02	-0.55	-0.53	-0.47	-0.35	-0.3	-0.52	-0.46	-0.64	0.26	0.3	1.39	0.67	0.76	0.09	0.39
AGAP005082	-0.46	-0.14	0.02	-0.04	0.44	-0.31	-0.12	-0.6	-0.75	-0.1	-0.01	-0.2	-0.12	-0.3	-0.21	-0.03	0.28	0.12	-0.16	0.09	-0.07	-0.01	0.08
AGAP005490	0.85	0.29	-1.25	0.29	-0.13	0.23	-0.4	-0.62	-1.06	0.23	0.19	0.32	0.27	0.46	0.43	0.52	-0.03	-1.14	-1.28	-0.98	-1.33	-0.16	-0.05
AGAP003844	-0.77	-0.46	0.47	-0.18	0.49	0.12	-0.57	-0.77	-1.09	-0.06	1.27	-0.28	1.04	-0.41	0.93	-0.21	1.08	-0.49	1.03	0.65	0.57	0.75	-0.02
AGAP011829	0.59	0.6	0.41	0.17	0.15	-0.15	-0.43	0.06	-0.04	0.32	1.35	0.53	1.54	0.47	1.51	0.38	0.61	-0.39	0.23	-0.1	0.52	1.36	-0.32
AGAP002110	0.68	0.6	0.1	0.18	0.36	0.51	0.92	0.16	-0.2	-0.15	-0.41	0.21	-0.07	-0.31	-0.56	-0.54	-0.24	-0.56	-0.38	-0.41	-0.27	-0.35	0.47
AGAP006633	1.01	0.88	-0.75	0.26	0.05	0.35	0.33	0.18	0.41	-0.44	0.15	-0.01	0.56	-0.15	0.44	-0.02	-0.3	-0.24	0.47	-0.02	0.41	0.19	0.35
AGAP000930	0.58	0.05	0.14	-0.29	-0.17	0.88	1.74	0.85	0.75	-1.65	-1.25	-1.47	-1.09	-1.64	-1.23	-0.24	-0.27	0.29	0.83	-0.08	0.16	-0.49	0.31
AGAP008439	0.55	-0.03	-0.46	0.53	0.42	0.25	0.52	0.92	0.79	-0.36	0.19	-0.26	0.28	0.07	0.62	-0.23	-0.06	0.17	0.27	0.03	0.1	0.27	0.17
AGAP000755	0.48	0.77	-0.56	0.31	0.3	0.02	-0.13	-0.61	-0.55	0.38	1.37	0.62	1.6	0.28	1.28	0.61	0.73	-1.36	0.22	0.25	0.36	0.26	0.03
AGAP001004	-0.97	-0.46	0.5	0.81	0.04	-0.27	0.58	-0.24	-0.18	-0.4	-0.71	-0.66	-0.99	-1.1	-1.41	0.08	-0.12	0.87	0.53	0.64	0.2	-0.97	-0.68
AGAP013226	-0.49	-0.24	-0.26	-0.35	0.45	0.21	0.53	-0.2	-0.57	-0.55	0.37	-0.72	0.18	-1.2	-0.28	-0.04	0.97	-0.52	-0.45	-0.03	-0.38	0.0	-0.09
AGAP011517	0.5	0.09	-0.32	0.4	-0.17	0.43	0.65	0.61	0.57	-0.85	-0.47	-0.59	-0.23	-0.71	-0.32	0.06	-0.17	-0.2	0.2	0.19	0.28	0.67	0.4
AGAP001315	-0.48	-0.41	0.04	-0.12	0.05	0.12	0.48	0.16	0.15	-0.61	-0.07	-0.54	-0.02	-0.86	-0.32	-0.46	0.03	0.56	0.61	0.48	0.67	0.12	0.91
AGAP007061	-0.83	0.4	-0.83	0.21	0.81	-0.49	-0.31	-0.94	-0.93	0.92	0.93	1.23	1.23	0.7	0.71	1.13	0.22	-1.62	-0.04	0.57	0.28	0.33	0.11
AGAP000040	-0.55	-0.76	-0.56	-0.1	0.65	-0.1	-0.39	-0.59	-0.67	-0.41	-0.02	-0.42	-0.04	-0.79	-0.39	-0.21	0.37	0.88	1.22	0.41	0.93	0.07	-0.34
AGAP003580	-0.85	-0.11	0.56	-0.56	0.04	0.9	2.02	1.45	1.4	0.06	-0.52	0.16	-0.43	-0.17	-0.74	-1.55	0.12	-0.11	0.51	0.78	0.88	0.2	1.07
AGAP001099	-0.48	-0.15	0.41	0.06	-0.24	-0.04	0.2	-0.07	-0.06	-0.13	-0.16	-0.28	-0.31	-0.41	-0.43	-0.28	-0.38	0.55	0.05	0.2	0.16	-0.18	-0.15
AGAP002787	1.0	0.4	-1.3	0.29	-0.02	-0.22	-0.96	-1.2	-1.14	0.28	0.59	0.35	0.64	0.84	1.15	0.52	0.32	-1.28	-0.72	-1.02	-0.66	0.2	-0.18
AGAP000513	0.53	0.34	0.18	-0.18	0.05	0.34	0.63	0.09	0.06	0.88	-0.21	0.73	-0.37	0.71	-0.38	0.26	0.32	-0.09	0.09	0.06	0.16	0.17	0.36
AGAP002905	-1.6	-0.48	-0.01	1.09	-0.19	0.05	0.29	1.98	1.75	0.21	1.03	1.21	2.02	1.92	2.74	-1.02	0.26	-3.38	-0.99	-0.49	-2.21	-0.04	1.12
AGAP010110	4.2	2.52	1.06	-1.74	-0.48	4.49	6.52	7.3	7.04	0.47	3.24	0.68	3.43	0.47	3.26	-3.04	2.18	1.11	1.29	-0.69	1.08	2.08	0.29
AGAP004746	-0.62	-0.18	0.45	0.15	-0.12	-0.12	0.12	0.24	0.18	0.07	-0.52	-0.18	-0.78	0.0	-0.59	-0.4	-0.86	0.85	-0.01	0.2	-0.15	-0.06	-0.58
AGAP005108	-0.44	0.15	0.2	0.08	0.24	-0.35	-0.31	-0.57	-0.46	0.17	0.16	0.0	-0.03	-0.2	-0.22	-0.24	0.11	-0.1	0.4	0.3	0.28	-0.01	-0.23
AGAP001175	2.12	0.45	-0.77	0.3	0.28	0.44	-1.01	-0.36	-0.72	-0.6	0.21	-0.12	0.67	-0.01	0.8	0.96	0.58	-0.85	-0.87	-1.35	-1.52	0.13	0.39
AGAP002550	-1.12	-0.07	0.77	0.49	1.29	-0.21	-0.97	-1.85	-2.81	0.92	1.47	0.63	1.17	0.38	0.94	0.66	0.29	-1.29	0.83	0.61	0.71	0.82	-0.32
AGAP010740	1.05	0.51	-1.13	0.59	0.03	0.25	-0.79	-0.55	-0.64	0.01	0.52	0.25	0.75	0.52	1.03	0.95	0.24	-1.22	-1.16	-0.86	-0.85	0.55	-0.22
AGAP003022	0.81	0.76	-0.16	-0.24	-0.42	-2.78	-1.36	-1.2	-0.45	-0.08	0.53	-0.1	0.49	2.09	2.7	0.74	0.81	-0.93	-0.95	0.51	1.18	0.43	-0.34
AGAP011717	0.49	0.17	-0.28	-0.11	-0.18	0.3	0.78	0.47	0.33	-1.31	-0.61	-1.21	-0.52	-1.48	-0.77	0.02	-0.02	-0.01	-0.16	-0.12	-0.32	0.05	-0.11
AGAP004943	0.87	0.46	-1.42	0.54	0.47	0.33	-0.09	-0.37	-0.81	0.06	0.85	0.03	0.8	0.24	1.03	0.25	0.02	-0.94	-0.91	-0.56	-0.76	-0.01	0.55
AGAP013284	0.72	0.16	-1.0	0.34	-0.33	0.22	-0.67	0.19	-0.03	1.29	0.57	1.6	0.87	2.38	1.67	0.63	0.1	-1.43	-0.82	-1.2	-0.68	-0.17	0.08
AGAP003303	1.03	0.78	-0.53	0.33	0.79	0.35	-0.68	-0.76	-0.84	-0.35	1.33	-0.22	1.45	-0.1	1.6	0.43	1.29	-1.04	1.07	0.59	0.94	-0.64	0.06
AGAP009906	1.03	0.01	-0.4	-0.03	-0.09	-0.3	-0.18	-0.24	-0.18	0.72	0.61	0.65	0.54	0.72	0.61	0.09	-0.11	0.18	-0.71	-0.25	0.28	-0.4	-0.46
AGAP002455	0.57	0.25	0.22	-0.12	0.43	0.39	0.09	0.29	0.58	0.67	0.24	0.63	0.19	0.86	0.43	0.2	0.02	-0.04	-0.21	-0.4	0.01	0.07	-0.71
AGAP013764	-0.58	-0.25	0.56	-0.02	0.08	-0.32	0.24	0.91	0.19	-0.04	-0.41	0.1	-0.29	-0.13	-0.5	-0.18	-0.03	0.49	-0.2	0.52	-0.14	0.19	0.52
AGAP000321	0.69	0.27	0.24	-0.04	-0.23	0.03	0.29	0.32	0.26	-0.8	0.41	-0.78	0.42	-0.66	0.55	-0.16	0.09	0.0	1.49	0.27	0.79	0.08	-0.12
AGAP012023	0.44	0.0	0.09	-0.41	-0.08	0.19	0.72	-0.27	-0.34	-0.46	-0.65	-0.56	-0.76	-0.73	-0.92	-0.06	-0.17	-0.44	-0.81	-0.83	-0.8	0.19	0.13
AGAP010428	-0.84	-0.16	0.54	-0.09	-0.25	0.13	0.67	0.93	0.8	0.07	0.05	0.3	0.27	0.0	-0.02	0.03	0.38	0.94	0.49	0.38	1.03	1.02	0.06
AGAP000707	0.73	0.16	-0.29	-0.2	-0.11	0.65	1.47	0.51	0.52	-0.59	-0.54	-0.37	-0.34	-0.73	-0.68	0.11	0.38	-0.01	-0.39	-0.36	-0.28	-0.06	0.35
AGAP028696	1.39	0.69	0.01	0.11	-0.09	-0.15	-0.44	-0.26	-0.35	1.65	1.74	1.46	1.55	1.97	2.08	1.97	-0.69	0.2	1.9	1.39	0.48	0.44	-1.62
AGAP002006	1.21	0.25	-1.56	0.77	0.66	0.42	-0.12	-0.41	-0.81	-0.44	0.21	-0.17	0.47	-0.2	0.46	0.39	-0.1	-0.51	-1.58	-1.26	-1.22	-0.38	0.28
AGAP002909	2.27	1.58	0.18	0.43	-0.4	2.6	1.53	2.28	2.27	0.7	-0.07	0.76	-0.02	0.91	0.14	0.34	0.18	-0.19	1.93	0.15	2.41	0.73	-0.1
AGAP003040	0.56	0.05	-0.19	0.14	-0.28	0.3	0.35	0.08	-0.07	-0.34	-0.05	0.0	0.27	-0.44	-0.16	0.09	0.12	-0.3	-0.65	-0.49	-0.65	0.42	-0.25
AGAP009514	1.29	0.5	-1.17	0.51	0.36	0.11	-1.18	-1.11	-1.52	0.21	0.75	0.57	1.1	0.97	1.51	0.72	0.21	-1.05	-1.27	-1.44	-1.61	-0.39	0.17
AGAP002371	-0.58	-0.43	-0.09	-0.27	0.08	-0.21	-0.03	-0.78	-0.69	-0.34	-0.44	-0.71	-0.81	-0.96	-1.05	-0.17	-0.09	0.05	0.49	0.28	0.15	-0.4	0.02
AGAP003541	0.48	-0.07	-0.29	0.5	0.34	-0.29	-0.29	0.93	0.83	-0.25	-0.09	-0.36	-0.22	-0.63	-0.47	0.29	-0.2	-0.2	0.07	0.26	0.03	0.07	1.07
AGAP008794	0.6	0.06	-0.09	-0.1	-0.15	0.4	0.35	-0.27	-0.31	-0.46	0.26	-0.23	0.48	-0.48	0.24	-0.32	0.27	-0.19	0.09	0.04	-0.03	-0.08	0.18
AGAP005504	-0.49	-0.52	0.49	-0.49	-0.29	-0.44	-0.21	0.08	-0.01	-0.81	-0.45	-0.71	-0.36	-0.73	-0.37	-0.81	0.13	0.83	1.53	0.12	0.46	0.01	-0.02
AGAP029120	-4.21	-1.73	-1.31	-1.0	-0.76	-0.17	-0.49	-1.13	-0.16	1.23	-0.37	1.11	-0.51	1.43	-0.17	0.02	-1.25	-0.37	0.33	-0.27	0.76	-0.44	0.64
AGAP007841	0.44	0.58	0.57	0.06	0.11	-0.03	0.06	0.19	0.13	0.58	1.61	0.83	1.85	0.65	1.68	0.17	0.62	-0.75	0.57	0.55	0.8	1.71	-0.16
AGAP006702	-0.78	-0.17	0.46	-0.53	-0.35	0.01	0.7	-0.47	-0.28	-0.19	-2.17	-0.61	-2.6	-0.77	-2.75	-0.66	-0.73	-0.23	0.33	0.37	0.48	-0.92	0.87
AGAP001886	0.51	0.11	0.11	-0.38	0.03	-0.25	0.13	-0.15	-0.33	-0.32	-0.27	-0.32	-0.28	-0.46	-0.41	-0.25	0.32	-0.22	0.58	0.12	0.12	0.23	0.17
AGAP003486	-0.62	-0.28	0.08	-0.61	-0.61	0.07	0.28	-0.21	-0.11	-0.91	-0.67	-0.86	-0.63	-0.99	-0.75	-0.61	-0.5	-0.29	0.44	0.59	0.49	-0.25	0.43
AGAP012280	0.76	0.04	-0.73	0.3	0.0	0.3	-0.05	-0.22	-0.3	-0.33	0.71	-0.63	0.39	-0.16	0.88	0.47	0.01	-0.01	-0.58	-0.6	-0.19	0.09	0.12
AGAP001925	0.75	0.28	-0.79	0.03	-0.01	-0.01	-0.23	-0.49	-0.5	-0.02	0.14	0.24	0.39	0.06	0.23	0.37	0.05	-0.73	-0.14	-0.38	-0.33	-0.24	0.28
AGAP000046	-0.85	-1.62	-0.44	-0.51	-0.24	3.45	5.27	5.29	4.46	-1.36	0.71	-1.85	0.21	-1.4	0.67	-0.35	-1.0	3.14	-0.64	0.17	0.0	1.28	2.76
AGAP005948	0.77	0.02	0.13	0.5	0.08	-2.64	-1.74	-2.58	-2.83	2.52	0.75	1.48	-0.3	1.54	-0.23	0.34	-0.19	-0.86	0.69	1.23	-0.26	-1.21	-0.21
AGAP008442	0.82	-0.12	-1.38	-0.02	-0.58	0.07	-0.2	-0.35	-0.75	4.2	0.5	4.05	0.32	4.3	0.6	0.04	0.39	-0.51	-0.62	-1.08	-0.67	-0.64	-0.06
AGAP000412	0.48	0.11	0.08	-0.17	-0.05	0.26	0.48	0.45	0.47	-0.13	-0.04	-0.11	-0.04	-0.1	-0.02	0.01	0.08	0.32	0.3	-0.01	-0.07	0.58	0.07
AGAP000988	1.78	1.5	-0.87	-0.55	-1.7	-0.47	1.8	2.34	1.91	0.7	1.71	1.72	2.72	0.88	1.89	0.18	-3.42	-5.37	2.66	1.79	3.2	2.72	1.75
AGAP002971	0.99	0.79	-1.3	0.68	0.49	-0.29	-0.94	-1.09	-1.2	0.55	1.16	0.67	1.27	1.04	1.65	0.78	0.7	-1.1	-1.05	-0.86	-0.82	-0.49	-0.38
AGAP005034	0.9	0.39	-1.17	0.51	0.22	-0.09	-0.86	-1.01	-1.08	0.26	0.29	0.67	0.68	0.96	0.99	0.76	0.22	-0.79	-0.86	-0.87	-0.83	0.01	-0.44
AGAP004864	0.61	0.03	-0.69	0.0	-0.18	-0.01	-0.05	0.01	-0.18	-0.16	0.1	-0.09	0.15	0.16	0.41	-0.1	-0.18	-0.24	-0.14	-0.47	-0.23	0.11	0.58
AGAP005175	-0.75	-0.48	0.46	-0.06	0.09	-0.08	1.12	1.15	0.66	0.33	0.36	-0.01	0.0	-0.47	-0.44	-0.32	0.04	0.37	-0.29	0.5	0.28	0.72	0.59
AGAP000405	-0.71	-0.14	0.22	-0.32	-0.51	-0.02	0.38	-0.13	0.01	0.13	-0.38	0.12	-0.4	-0.08	-0.59	-0.19	-0.45	0.15	-0.25	-0.22	-0.21	-0.33	0.18
AGAP007298	-1.02	-0.47	0.01	0.1	0.5	-0.02	0.2	0.05	-0.23	-0.48	0.2	-0.7	-0.04	-0.84	-0.17	-0.26	0.4	0.6	1.02	0.81	0.78	0.84	0.67
AGAP005277	1.4	0.03	-1.45	1.11	0.29	0.3	-0.57	-0.18	-0.3	-0.1	0.49	-0.24	0.34	0.59	1.18	0.71	0.97	0.48	-0.63	-0.6	-0.21	-0.39	0.49
AGAP000750	0.96	-0.39	-0.12	0.77	-1.11	0.23	0.87	3.6	3.72	-0.38	-1.69	1.03	-0.29	1.84	0.54	-1.13	-0.96	-1.82	-0.77	-1.17	-1.43	0.42	1.58
AGAP007852	-0.57	-0.42	0.9	0.19	0.57	-0.7	0.43	1.18	1.05	0.16	0.58	-0.11	0.3	-0.23	0.2	-0.11	0.53	1.27	0.19	0.52	0.55	1.7	0.32
AGAP004400	0.53	0.8	0.86	-0.02	-0.16	-0.07	-0.29	0.11	0.07	0.72	1.41	0.9	1.57	0.96	1.65	0.15	0.88	-0.56	0.39	0.48	0.61	1.31	0.15
AGAP006421	-0.91	0.9	-0.6	-0.22	-0.3	-1.16	-1.27	-2.33	-2.84	1.87	1.81	1.77	1.7	2.2	2.14	0.85	0.55	-2.1	2.4	2.3	2.76	-0.84	1.51
AGAP003191	1.05	0.6	-1.32	0.34	-0.06	0.09	-0.65	-0.85	-1.09	0.17	0.81	0.46	1.09	0.66	1.3	0.56	0.05	-1.24	-0.56	-0.51	-0.41	0.22	0.08
AGAP000425	0.64	0.03	-0.11	-0.11	-0.26	0.32	-0.03	0.18	0.33	0.05	-0.1	0.15	-0.01	0.27	0.12	0.62	0.59	-0.06	-0.44	-0.07	-0.52	0.34	0.43
AGAP008201	0.74	0.4	-0.85	0.32	0.26	-0.05	-0.05	-0.53	-0.86	-0.02	0.38	0.2	0.6	0.12	0.53	0.77	0.08	-1.38	-1.09	-0.93	-0.64	-0.86	-0.17
AGAP002077	1.39	-0.09	0.25	0.0	0.6	0.87	0.87	0.55	0.8	0.28	0.08	0.01	-0.21	-0.1	-0.3	0.07	1.72	0.0	-0.11	-0.16	-0.26	-0.6	-0.76
AGAP011659	0.65	0.0	-0.26	-0.13	-0.22	0.44	0.37	-0.19	-0.31	-0.44	-0.22	-0.21	0.0	-0.65	-0.43	-0.07	0.27	0.23	-0.4	-0.09	-0.26	-0.47	0.18
AGAP012410	0.56	0.19	-0.52	0.01	-0.15	0.23	0.17	-0.06	-0.33	-0.12	0.05	-0.13	0.02	-0.33	-0.16	0.19	0.11	0.03	-0.39	-0.33	-0.29	-0.1	0.1
AGAP011965	0.94	0.18	-0.72	0.0	-0.11	-0.01	-0.33	-0.43	-0.51	0.25	0.32	0.34	0.39	0.43	0.5	0.14	0.22	-0.27	-0.49	-0.35	-0.61	0.0	0.12
AGAP029102	-0.51	-0.51	-0.09	-0.62	-0.77	-0.02	-0.02	-0.37	-0.61	-0.15	-0.48	-0.07	-0.42	-0.37	-0.69	-0.27	-0.1	-0.17	-0.37	-0.12	-0.39	0.39	0.2
AGAP009556	-1.71	0.15	0.95	-0.44	-1.01	0.03	0.71	1.32	1.06	0.82	0.06	0.8	0.03	0.87	0.12	-0.95	-0.42	1.3	-0.52	-0.48	-0.15	0.07	0.93
AGAP001296	-0.39	-0.23	0.19	-0.06	-0.07	0.17	0.35	-0.09	-0.05	-0.42	-0.55	-0.55	-0.68	-0.62	-0.74	-0.16	-0.02	0.46	-0.44	-0.23	-0.33	-0.3	0.01
AGAP001913	1.03	0.14	-1.35	0.62	0.4	0.09	-0.82	-1.02	-1.02	0.66	1.04	0.71	1.08	1.18	1.56	1.05	0.84	-1.65	-0.48	-0.74	-0.41	-1.12	-0.49
AGAP004936	-1.05	-0.62	0.58	-0.55	-0.81	0.82	1.44	3.14	3.43	-0.35	1.08	-0.83	0.59	-0.42	1.01	-0.44	0.08	1.46	-0.15	0.17	0.26	2.05	1.02
AGAP007615	1.32	0.18	-1.96	0.55	0.39	-0.05	-0.52	-0.87	-1.44	-0.27	0.26	0.08	0.61	-0.11	0.43	0.3	-0.32	-0.83	-1.19	-1.55	-1.39	-0.02	0.2
AGAP011195	1.04	0.57	-1.19	0.52	0.06	0.0	-0.84	-1.18	-1.02	-0.21	0.55	-0.09	0.67	-0.15	0.62	0.94	0.32	-1.47	-0.93	-0.91	-1.09	-0.35	-0.14
AGAP012503	1.12	0.44	-0.49	1.43	0.22	0.88	0.24	0.2	-0.13	0.04	0.1	0.25	0.3	-0.03	0.03	0.7	0.93	-0.56	-0.89	-0.68	-0.73	-0.24	-0.13
AGAP005253	-0.82	-0.68	0.39	-0.06	0.62	-0.01	0.28	-0.17	-0.03	1.34	-0.17	1.17	-0.35	1.04	-0.46	0.1	-0.88	0.46	0.44	0.63	0.1	-0.93	-0.5
AGAP009118	1.01	0.08	-1.66	0.64	0.38	-0.21	-0.62	-0.75	-1.3	0.12	0.48	0.22	0.56	0.5	0.86	0.44	-0.26	-0.32	-1.34	-1.28	-1.48	-0.81	-0.21
AGAP000938	1.35	0.75	-1.27	0.23	0.06	0.19	-0.77	-1.09	-1.3	0.52	0.6	0.54	0.61	1.04	1.12	0.59	0.34	-1.3	-1.41	-1.04	-0.96	-1.12	0.28
AGAP005737	1.49	0.4	-0.91	0.24	0.12	-0.13	-0.15	-0.45	-0.85	-0.25	0.42	-0.43	0.21	-0.32	0.35	0.15	-0.14	-0.03	-0.24	-0.51	-0.12	0.27	0.14
AGAP000250	0.75	0.31	-0.02	0.15	-0.32	0.75	0.94	0.93	0.87	0.15	0.23	0.2	0.27	0.37	0.46	0.19	0.53	-0.04	-0.12	0.06	0.18	0.0	0.32
AGAP004591	-0.81	-0.17	0.08	0.36	-0.05	-0.71	-0.32	-0.15	-0.05	-0.01	0.27	0.39	0.66	0.18	0.46	0.03	-0.48	0.04	0.05	0.15	0.44	-0.04	-0.22
AGAP001624	0.67	0.51	-0.85	0.51	-0.02	-0.37	-0.7	-0.34	-0.49	-0.04	0.77	-0.04	0.75	0.23	1.04	0.23	0.12	-0.07	-0.44	-0.25	-0.28	-0.35	0.05
AGAP010837	-0.48	-0.24	0.15	0.09	0.17	0.15	0.52	0.14	-0.15	-0.39	-0.65	-0.35	-0.63	-0.57	-0.83	-0.46	-0.21	0.87	0.08	0.31	0.0	-0.26	0.5
AGAP011824	-1.02	0.32	-0.73	0.05	0.26	-1.07	-0.92	-1.41	-1.35	0.56	-0.08	1.01	0.36	0.49	-0.14	-1.49	-1.15	-1.14	2.54	1.91	2.57	0.17	-0.26
AGAP002539	0.48	-0.1	0.06	-0.33	-0.11	0.34	0.52	0.15	0.05	-0.4	-0.4	-0.42	-0.43	-0.67	-0.66	-0.11	0.08	-0.06	-0.44	-0.18	-0.44	-0.16	-0.13
AGAP002156	-1.1	-1.12	0.39	-0.2	0.08	1.17	1.21	2.04	1.56	-0.17	-0.46	-0.05	-0.35	-0.05	-0.34	-0.22	0.17	1.83	-0.64	-1.06	-0.43	-0.26	1.83
AGAP010140	0.96	0.39	0.18	-0.39	1.3	0.84	0.7	0.8	1.11	0.16	0.38	0.21	0.42	0.28	0.51	-0.82	1.55	2.66	-0.04	-0.42	0.17	-0.06	-1.14
AGAP002588	-1.66	-0.18	0.33	0.1	2.46	2.35	2.06	2.33	1.76	0.94	0.47	0.77	0.29	0.27	-0.2	1.07	3.42	-0.04	-0.69	-0.32	0.69	1.61	1.57
AGAP010257	-0.4	0.1	0.23	-0.13	-0.05	-0.14	-0.19	0.04	0.01	0.12	0.02	0.17	0.06	0.08	-0.02	-0.34	-0.01	0.32	-0.04	0.01	0.03	0.09	-0.05
AGAP008040	-1.07	-0.33	0.73	0.19	-0.26	-0.24	-0.33	-0.59	-0.55	-0.28	-1.91	-0.8	-2.44	-1.3	-2.93	-0.09	-1.23	1.21	0.61	0.67	0.2	-0.99	0.61
AGAP012190	-0.62	0.17	-0.46	0.2	0.29	-0.08	0.01	0.52	0.34	0.72	1.12	0.81	1.2	0.63	1.04	0.19	0.0	-0.04	0.08	0.28	0.26	1.37	0.44
AGAP003437	0.39	0.18	0.04	-0.28	-0.58	0.11	0.3	0.45	0.35	-0.14	-0.01	-0.3	-0.19	0.21	0.34	0.01	-0.26	-0.18	0.36	0.18	0.01	0.11	0.08
AGAP006680	-0.64	-0.4	0.03	-0.61	-0.49	-0.56	-0.56	-0.79	-0.65	0.17	0.05	0.01	-0.12	0.18	0.07	-0.17	-0.25	-0.25	-0.29	0.19	-0.42	-0.09	0.14
AGAP005881	-0.48	-0.5	0.09	-0.17	-0.28	0.07	0.15	-0.05	0.01	-0.19	-0.52	-0.22	-0.56	-0.26	-0.59	-0.43	-0.16	0.41	-0.06	-0.26	-0.25	-0.49	0.07
AGAP006272	-1.21	-0.58	0.9	-0.22	-0.43	0.17	0.14	0.2	0.44	-0.37	-0.87	-0.67	-1.18	-0.2	-0.7	0.09	-0.4	0.48	-0.04	0.1	-0.19	-0.6	-1.61
AGAP009535	0.7	0.58	-1.27	0.14	0.02	-0.04	-0.01	-0.58	-0.76	0.31	0.24	0.71	0.62	0.78	0.71	0.15	-0.03	-0.79	-0.53	-0.62	-0.42	-0.85	0.97
AGAP003165	0.57	-0.06	0.01	0.43	0.55	-0.02	-0.16	0.55	0.73	0.08	0.88	0.13	0.91	0.09	0.89	0.27	0.56	0.62	0.37	-0.17	0.2	0.67	0.33
AGAP004865	0.63	0.53	-0.41	0.01	-0.05	-0.01	-0.02	-0.22	-0.4	-0.21	-0.48	-0.15	-0.42	-0.35	-0.62	0.38	0.04	-1.03	0.76	0.49	0.5	0.08	0.68
AGAP005721	0.67	0.28	-0.52	-0.25	-0.13	-0.11	-0.37	-0.49	-0.59	-0.51	0.1	-0.35	0.26	-0.32	0.31	-0.34	0.65	-1.33	0.28	0.38	0.43	-0.03	0.47
AGAP009049	2.99	-1.92	4.47	-1.16	-1.56	1.31	0.97	1.74	0.79	3.64	1.98	3.13	1.45	3.96	2.29	1.97	-0.91	1.08	0.1	-0.21	-0.9	-0.49	0.13
AGAP003202	-0.59	-0.47	0.1	0.05	0.21	0.11	0.44	-0.13	-0.16	-1.09	-1.23	-1.08	-1.25	-1.71	-1.85	-0.49	-0.14	0.87	0.16	-0.03	-0.14	0.18	0.87
