GeneID	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz
AGAP005928	-0.56	-0.52	-0.24	-0.33	-0.55	-0.15	0.03	-0.02	-0.17	0.18	0.43	0.2	0.43	0.24	0.49	0.1	-0.07	0.03	-0.87	-0.29	-0.81	0.19	0.58
AGAP028059	-1.79	0.28	-0.39	2.06	3.42	0.34	-1.79	-2.35	-2.23	2.88	1.7	3.43	2.25	1.88	0.71	2.24	3.51	-1.21	1.94	1.93	1.89	2.67	-1.4
AGAP002888	1.17	0.31	-1.34	0.35	0.26	0.42	-0.17	-0.61	-1.17	-0.49	0.35	-0.24	0.59	-0.3	0.54	0.58	0.3	-0.97	-1.32	-0.99	-1.25	-0.43	0.52
AGAP007365	-0.91	0.34	1.28	0.09	0.24	-0.56	0.37	-0.9	-0.43	-0.53	-2.29	-1.02	-2.79	-2.3	-4.05	-0.48	-1.47	0.17	0.69	1.02	0.65	-1.1	-0.94
AGAP006442	-0.67	0.32	0.68	-0.54	-1.04	-2.09	-1.94	-1.8	-1.91	1.59	-0.53	0.7	-1.43	0.92	-1.19	0.0	-0.06	-1.42	1.13	-0.1	-0.34	-1.12	-1.02
AGAP007896	0.52	0.2	-0.36	0.57	0.27	-0.04	-0.21	-0.05	-0.37	0.2	-0.64	0.21	-0.65	0.43	-0.4	0.48	-0.18	0.47	-0.49	-0.48	-0.57	-0.71	-0.18
AGAP007846	1.18	0.38	-1.49	0.6	0.72	-0.11	-0.44	-0.71	-1.37	-0.65	0.51	-0.64	0.5	-0.77	0.38	0.61	0.35	-1.34	-0.15	-0.83	0.25	-0.48	0.23
AGAP004720	0.91	0.84	-0.48	0.22	0.02	0.59	-0.21	-0.21	-0.88	0.35	0.42	0.47	0.52	0.68	0.75	0.56	0.4	-1.25	-0.63	-0.76	-0.39	-0.43	-0.27
AGAP006136	-0.61	-0.06	-0.28	-0.89	-0.3	-0.51	-0.38	-0.51	-0.61	0.31	0.29	0.15	0.12	0.26	0.26	-0.43	-0.59	-0.91	0.18	0.76	0.37	0.0	-0.18
AGAP002481	-0.54	-0.11	0.15	-0.01	-0.09	-0.2	0.04	-0.09	0.07	-0.01	-0.22	0.01	-0.22	0.08	-0.13	-0.33	-0.29	0.36	0.66	0.33	0.68	0.32	0.13
AGAP004678	-0.75	0.23	0.62	-0.88	-0.75	-0.69	-0.62	-0.75	-0.53	0.19	2.37	-0.34	1.83	-0.83	1.35	-0.81	-0.13	-0.13	1.45	1.1	1.23	-0.39	-0.58
AGAP000028	0.45	0.18	-0.19	-0.34	-0.11	0.15	0.12	-0.45	-0.39	0.15	-0.98	-0.31	-1.45	-0.42	-1.55	-0.66	-0.6	0.33	-0.32	0.01	-0.36	-0.2	0.41
AGAP010593	0.7	0.35	-0.06	0.26	0.21	0.11	-0.05	-0.08	-0.36	-0.32	0.24	-0.17	0.37	-0.34	0.22	0.37	0.31	-0.32	-0.39	-0.12	-0.2	-0.32	-0.29
AGAP012433	0.71	0.51	-0.49	0.38	-0.05	0.2	0.02	-0.22	-0.32	0.59	1.01	0.7	1.09	0.6	1.01	0.59	0.23	-1.06	-0.34	-0.2	0.27	-0.1	-0.07
AGAP000884	-0.64	-0.12	0.19	-0.13	-0.27	-0.14	-0.02	-0.44	-0.41	-0.04	-0.55	-0.11	-0.63	-0.11	-0.62	-0.32	-0.53	0.34	0.03	-0.13	0.03	-0.08	0.43
AGAP003153	-0.37	-0.47	-0.31	0.04	0.45	-0.34	-0.22	-1.12	-0.93	0.18	0.37	0.21	0.38	-0.23	-0.05	-0.57	0.65	0.11	0.64	0.4	0.57	-0.24	0.16
AGAP001430	-0.88	-0.58	0.1	-0.29	-0.03	0.06	0.4	-0.04	0.02	-0.8	-0.41	-0.76	-0.39	-0.98	-0.58	-0.5	-0.14	0.94	0.69	0.55	0.63	0.05	0.99
AGAP006885	-0.39	-0.45	-0.2	-0.08	-0.19	-0.18	-0.13	-0.2	-0.2	0.21	-0.2	0.18	-0.24	0.14	-0.26	-0.23	-0.07	0.21	-0.14	-0.08	-0.2	-0.12	0.31
AGAP013097	0.73	1.22	1.19	0.89	1.44	-0.03	-0.29	0.01	-0.23	0.32	0.99	0.76	1.42	0.65	1.33	0.95	0.69	0.37	-0.06	-0.03	-0.05	0.25	-1.37
AGAP010536	-0.51	0.0	0.28	0.01	0.28	-0.3	-0.09	-0.55	-0.42	0.28	-0.4	-0.23	-0.92	-0.39	-1.06	-0.42	-0.6	-0.03	0.24	0.41	-0.07	0.09	-0.6
AGAP012407	-0.4	-0.04	0.03	-0.1	0.05	0.13	0.27	0.32	0.44	-0.34	-0.64	-0.45	-0.76	-0.55	-0.85	-0.35	-0.5	0.66	0.71	0.29	0.4	0.44	0.1
AGAP007379	-0.69	-0.61	0.12	-0.13	-0.1	0.27	0.42	0.29	0.13	-0.42	0.14	-0.46	0.09	-0.63	-0.06	-0.3	-0.14	0.28	0.21	0.55	0.22	-0.1	0.61
AGAP005620	-1.37	-0.45	0.34	-0.19	-0.37	0.91	1.09	1.58	1.46	0.95	0.8	0.88	0.72	0.81	0.66	-0.38	0.7	1.1	0.06	-0.14	0.39	0.9	1.33
AGAP007250	-0.78	1.42	-0.55	0.48	0.54	0.11	1.42	0.84	0.53	0.59	1.44	0.63	1.47	0.72	1.58	0.44	-0.02	-1.9	1.15	1.1	1.65	0.05	0.52
AGAP007317	-0.8	-0.54	0.03	-0.23	-0.37	-0.32	0.08	-0.16	-0.19	-0.19	-0.16	-0.02	0.0	-0.08	-0.05	-0.04	0.14	0.11	0.74	0.4	0.29	0.52	-0.01
AGAP005749	0.57	0.42	0.03	-0.08	-0.14	0.63	0.6	0.75	0.85	-0.4	-0.26	-0.61	-0.49	-0.02	0.11	-0.01	0.17	0.26	0.53	-0.3	-0.09	0.43	-0.15
AGAP010158	-0.72	-0.27	0.23	-0.02	0.61	0.01	-0.47	-0.94	-0.84	-0.82	-0.02	-0.75	0.04	-0.98	-0.17	0.26	1.36	-0.4	1.14	0.39	0.67	0.49	0.23
AGAP003311	0.69	0.34	-0.42	0.13	0.35	0.19	1.3	0.74	0.23	0.05	0.81	0.19	0.95	0.31	1.08	0.54	0.46	-0.51	0.32	0.08	0.54	0.63	-0.2
AGAP003014	0.43	0.55	-0.26	0.02	-0.04	0.01	0.16	-0.11	-0.42	0.05	-0.37	-0.21	-0.64	-0.1	-0.51	0.15	-0.22	-0.68	-0.42	-0.31	-0.43	0.15	-0.03
AGAP010828	-1.06	-0.1	0.79	0.51	0.86	0.16	0.29	-0.23	-0.45	-0.2	-0.55	-0.7	-1.06	-1.06	-1.41	0.51	-0.68	2.19	1.46	1.0	0.84	-0.11	0.05
AGAP008721	0.9	0.65	1.73	-0.18	-0.26	0.26	0.51	0.5	0.01	-0.28	-0.17	-0.29	-0.19	0.03	0.15	0.08	0.64	-0.18	0.85	0.41	0.65	2.4	0.21
AGAP009043	-1.03	0.13	0.36	-0.53	-0.45	0.17	0.21	-0.14	-0.14	-0.82	-0.34	-0.78	-0.32	-1.05	-0.56	-0.59	-0.22	-0.63	0.29	0.12	0.03	-0.78	0.15
AGAP012813	1.41	0.45	-0.95	8.8	9.71	0.27	0.22	0.4	0.66	0.1	0.99	0.12	0.99	0.13	1.02	6.3	4.55	0.38	-0.44	-0.14	-0.36	0.87	0.81
AGAP012787	1.4	1.29	0.52	6.64	6.7	0.19	-0.84	-0.54	-0.55	0.09	0.46	0.16	0.52	0.25	0.63	9.38	0.1	8.62	-0.28	-0.03	0.11	-0.2	0.1
AGAP003441	-0.66	-0.65	-0.45	-0.1	-0.17	-0.14	-0.16	-0.84	-0.58	0.23	0.79	0.09	0.64	-0.24	0.31	0.43	0.39	-0.49	0.25	0.31	0.04	-0.3	-0.41
AGAP006811	-0.72	-0.51	-0.16	-0.06	-0.01	-0.35	-0.53	-0.98	-1.06	-0.27	0.31	-0.22	0.34	-0.48	0.1	0.15	0.36	0.06	-0.1	-0.1	0.03	-0.38	0.33
AGAP006249	-0.64	-0.53	0.02	-0.24	-0.22	-0.09	0.1	0.03	-0.04	-0.31	-0.72	-0.14	-0.56	-0.45	-0.86	-0.24	-0.11	0.24	0.49	0.36	0.25	-0.03	0.7
AGAP004504	-0.62	-0.21	0.21	-0.21	-0.04	0.01	0.19	-0.09	-0.2	-0.22	-0.87	-0.44	-1.09	-0.47	-1.12	-0.47	-0.61	0.43	0.74	0.7	0.6	-0.12	0.17
AGAP007736	0.78	0.27	-0.7	0.48	0.41	0.15	-0.25	-0.21	-0.37	-0.51	1.1	-0.56	1.03	-0.51	1.09	0.56	0.66	-0.52	0.51	0.06	0.01	-0.23	-0.07
AGAP008974	-0.66	-0.22	0.26	0.11	0.14	0.12	0.05	-0.05	-0.03	-0.04	-0.58	-0.27	-0.82	0.11	-0.42	-0.14	-0.64	1.08	-0.35	-0.4	-0.27	-0.6	0.33
AGAP000339	0.55	0.23	0.18	0.03	-0.03	0.45	0.82	0.16	0.42	-0.03	-0.11	-0.12	-0.21	0.01	-0.07	-0.35	0.16	0.02	-0.34	-0.45	-0.31	0.51	-0.3
AGAP000114	-0.86	-0.22	0.61	0.06	-0.13	0.69	2.26	0.34	0.49	-0.85	-1.43	-0.87	-1.47	-1.93	-2.5	-0.99	-0.99	0.29	-0.25	-0.1	-0.5	-0.61	-0.26
AGAP005249	-0.62	-0.32	0.45	-0.08	0.11	-0.53	-0.31	-0.61	-0.49	-0.21	-0.4	-0.47	-0.67	-0.47	-0.67	0.0	-0.61	0.65	-0.01	0.24	-0.09	0.17	-0.45
AGAP002908	0.51	0.13	-0.2	0.0	-0.16	0.24	0.06	0.0	-0.08	-0.24	-0.26	-0.28	-0.3	-0.25	-0.26	0.11	-0.03	0.05	-0.24	-0.11	-0.4	-0.56	0.19
AGAP011724	0.69	0.41	-0.48	0.27	-0.01	0.32	0.04	-0.29	-0.54	-1.36	-0.42	-1.16	-0.24	-1.22	-0.27	0.32	-0.32	-0.18	-0.32	-0.26	0.45	-0.77	-0.12
AGAP012847	1.87	0.38	-0.07	1.7	0.27	1.41	0.5	0.91	1.45	0.38	-0.06	0.42	-0.03	0.43	0.0	1.91	0.65	2.99	-0.19	-0.15	-0.19	0.36	-0.36
AGAP010884	0.56	0.16	-0.7	0.26	0.12	0.06	0.23	0.08	-0.15	-0.78	-0.49	-0.85	-0.56	-0.99	-0.69	-0.02	-0.03	-0.52	-0.24	-0.14	-0.09	-0.26	0.18
AGAP002759	-0.49	-0.18	0.07	-0.24	-0.63	-0.42	-0.04	-0.4	-0.22	0.06	-0.36	-0.21	-0.65	-0.28	-0.71	-0.45	-0.67	0.33	0.43	0.15	0.12	-0.31	-0.1
AGAP006342	-1.69	-0.2	0.76	-1.4	-4.21	-1.68	-1.33	-1.35	-0.57	1.87	-1.06	0.6	-2.34	2.47	-0.46	-2.01	-3.29	-1.91	0.38	0.48	1.58	-0.71	0.87
AGAP006598	-0.75	0.19	-0.11	0.15	0.52	0.16	-0.32	0.03	-0.16	-0.25	1.06	-0.22	1.08	-0.39	0.92	0.45	1.23	-0.71	-0.05	0.26	0.35	0.45	-0.04
AGAP001613	-0.47	-0.2	0.04	0.23	-0.24	-0.21	-0.1	-0.11	-0.22	0.04	-0.13	-0.02	-0.21	-0.04	-0.21	-0.19	-0.28	0.54	0.31	0.33	0.18	-0.03	0.21
AGAP010933	-0.4	-0.19	0.14	-0.1	-0.04	0.48	0.62	0.49	0.59	0.33	0.02	0.4	0.07	0.33	0.02	-0.02	0.12	0.32	-0.29	-0.17	-0.3	0.25	-0.04
AGAP010414	2.04	1.57	0.61	1.28	0.55	1.23	0.89	1.4	1.45	1.14	1.16	1.19	1.18	1.48	1.48	0.8	-0.65	1.44	0.26	-0.33	0.23	0.91	1.04
AGAP008471	0.85	0.49	-1.1	0.52	0.11	0.2	-0.48	-0.83	-1.24	-0.51	0.31	-0.39	0.41	-0.65	0.17	0.94	0.29	-0.76	-1.11	-0.98	-0.91	-0.54	-0.13
AGAP009274	0.71	0.16	-0.65	0.18	0.11	0.0	-0.07	-0.47	-0.52	-1.27	-0.37	-0.59	0.3	-0.87	0.04	0.62	0.66	-0.27	0.32	0.16	0.39	-0.14	0.05
AGAP006358	-0.74	-0.1	0.21	-0.07	-0.45	-0.28	-0.32	-0.64	-0.33	0.51	0.06	0.39	-0.07	-0.01	-0.46	-0.04	0.02	0.49	-0.25	-0.05	-0.3	-0.69	-0.45
AGAP000842	0.6	0.08	0.18	0.19	0.17	-0.02	0.04	0.02	0.02	0.32	0.64	0.41	0.72	0.41	0.73	0.34	0.55	-0.15	0.06	0.0	0.37	0.12	-0.46
AGAP010983	0.54	-0.07	0.02	0.04	-0.4	-0.11	0.01	0.77	0.43	0.08	0.1	0.04	0.05	0.24	0.26	-0.22	-0.19	0.01	0.2	0.52	-0.2	-0.26	0.17
AGAP009286	1.4	0.74	-1.01	0.25	0.88	0.06	-0.99	-1.12	-1.31	0.4	0.78	0.58	0.97	1.1	1.48	0.7	0.67	-1.29	-1.65	-1.62	-2.0	0.27	-0.66
AGAP003218	-0.54	-0.43	0.01	-0.54	-0.51	-0.24	-0.3	-0.64	-0.42	-0.01	-0.33	-0.29	-0.63	-0.57	-0.89	-0.16	-0.3	-0.15	0.02	0.05	-0.3	-0.2	-0.11
AGAP004261	0.8	-0.64	0.22	-0.01	-1.62	-0.46	0.87	0.79	0.7	1.62	0.88	1.46	0.71	2.13	1.4	-1.31	-1.43	0.17	-0.4	-0.16	-0.25	1.94	1.13
AGAP013478	0.76	0.01	0.5	0.13	-0.54	-0.73	-0.09	-0.24	-0.12	0.26	0.53	0.03	0.28	0.32	0.58	-0.43	-0.72	0.03	-0.11	-0.02	-0.26	0.22	-0.23
AGAP000297	0.74	0.61	0.39	-0.95	-1.26	-0.34	-0.59	-0.95	-0.85	0.04	0.47	0.08	0.49	0.09	0.51	-0.13	0.57	-0.61	1.79	0.21	0.72	0.71	-0.72
AGAP007763	0.67	0.35	-0.24	0.13	0.03	-0.2	-0.3	-0.52	-0.79	-0.13	0.6	-0.36	0.35	-0.13	0.6	0.1	0.61	-0.97	0.77	-0.1	0.17	0.44	-0.33
AGAP009577	0.52	0.21	-0.24	0.16	0.12	-0.07	0.22	-0.43	-0.47	-0.87	-0.2	-0.77	-0.11	-0.97	-0.3	0.28	0.54	-0.74	0.38	0.13	0.57	-0.64	-0.08
AGAP011291	0.51	0.59	0.03	0.08	-0.03	-0.09	-0.02	0.14	0.13	-1.94	-0.62	-1.89	-0.58	-1.72	-0.39	0.16	0.12	-0.62	-0.17	-0.07	-0.04	-0.11	-0.07
AGAP013535	0.54	-0.02	0.08	-0.04	0.21	0.09	-0.03	-0.44	-0.52	0.0	-1.08	-0.09	-1.18	0.02	-1.06	0.4	-0.42	-0.05	-0.14	0.01	-0.26	0.43	-0.45
AGAP009618	0.76	0.71	0.09	0.03	0.2	0.42	-0.08	0.04	-0.03	0.09	0.27	0.14	0.3	0.37	0.55	0.4	0.27	-0.62	-0.56	-0.56	-0.69	-0.13	0.1
AGAP010051	-0.75	-0.26	0.46	0.17	0.06	0.0	0.07	-0.19	-0.14	0.47	-0.72	0.12	-1.08	-0.12	-1.31	-0.24	-0.61	0.11	-0.17	0.47	0.3	-0.04	-0.4
AGAP001374	0.99	1.05	0.05	-0.06	-1.17	-0.62	-0.61	-0.59	-0.73	0.35	-0.29	0.75	0.1	1.43	0.8	0.22	-0.02	-0.38	-0.02	-0.01	0.14	1.23	-0.04
AGAP001549	-0.48	-0.16	-0.03	0.2	0.0	-0.29	-0.34	-0.21	-0.41	0.52	0.09	0.37	-0.07	0.4	-0.03	-0.12	-0.2	0.32	0.15	0.27	-0.04	0.44	-0.03
AGAP005618	0.5	0.08	-0.11	-0.47	-0.45	0.11	0.17	0.9	0.97	-0.02	0.01	0.31	0.33	0.24	0.27	0.39	0.03	-0.44	-0.39	-0.2	-0.31	0.87	-0.17
AGAP008034	-0.48	-0.09	0.29	-0.27	0.2	-0.01	0.33	0.22	0.26	-0.08	-0.95	-0.13	-1.01	-0.12	-0.98	-0.4	-0.55	0.3	0.03	-0.01	-0.06	0.21	-0.17
AGAP001780	-0.51	-0.47	0.17	-0.23	-0.1	0.13	0.65	0.02	0.0	-0.6	-0.63	-0.58	-0.63	-0.99	-1.02	-0.38	0.0	0.53	-0.42	-0.5	-0.56	-0.08	0.51
AGAP003140	0.67	-0.02	-0.54	0.38	0.36	0.2	0.06	-0.2	-0.41	-0.52	0.07	-0.41	0.17	-0.49	0.11	-0.01	0.16	0.05	-0.92	-0.66	-0.83	-0.44	0.4
AGAP005404	-0.47	-0.26	-0.16	-0.09	-0.22	-0.09	0.12	0.06	0.08	-0.25	-0.48	-0.09	-0.33	-0.38	-0.61	-0.16	-0.15	0.19	0.55	0.38	0.37	0.32	0.19
AGAP008187	0.94	0.37	-1.37	0.29	-0.11	0.07	-0.97	-1.15	-1.27	-0.03	0.35	0.24	0.61	0.35	0.73	0.75	0.29	-1.14	-1.02	-1.16	-1.24	0.48	-0.3
AGAP002309	-2.13	-3.28	-2.33	0.16	1.95	-0.08	-1.62	-1.16	-0.85	-0.62	-1.03	0.25	-0.17	-1.17	-1.57	1.64	1.31	1.23	-1.07	-1.44	-0.4	-1.12	-0.5
AGAP008263	0.55	-0.02	0.1	-0.32	-0.05	-0.35	-0.38	-0.5	-0.31	-0.2	-0.91	-0.26	-0.99	-0.27	-0.98	0.13	-0.17	0.36	0.08	0.12	-0.21	-0.39	-0.29
AGAP008160	-0.66	-0.41	0.38	-0.09	0.37	-0.18	0.22	-0.33	-0.27	-0.42	-0.95	-0.76	-1.31	-0.94	-1.47	-0.3	-0.66	1.03	0.32	0.48	0.26	-0.55	0.35
AGAP008650	0.84	0.53	-1.07	0.31	0.27	0.11	-0.57	-0.59	-0.97	0.05	0.55	0.21	0.7	0.71	1.21	0.51	0.26	-1.01	-0.77	-0.93	-0.57	0.05	-0.12
AGAP000215	0.84	0.29	-1.05	0.11	0.2	0.15	0.01	-0.87	-0.56	-0.32	0.51	-0.22	0.6	0.08	0.91	0.5	0.39	-1.29	-0.52	-0.62	-0.31	-0.16	0.69
AGAP003962	1.27	0.64	-0.63	0.2	-0.15	-0.2	-0.57	-0.84	-1.06	0.24	0.98	0.22	0.95	0.21	0.96	0.63	0.45	-1.34	-0.2	-0.1	-0.14	0.02	-0.17
AGAP008368	-1.32	0.15	0.41	-1.32	-1.36	0.09	1.32	1.94	2.22	-0.77	-0.78	-0.69	-0.72	-0.61	-0.62	-1.51	-0.97	0.81	0.37	0.38	0.2	0.73	1.61
AGAP013231	-2.06	-0.3	0.94	-1.61	-3.4	-2.13	1.25	1.51	1.38	-0.41	1.25	-0.78	0.87	-0.64	1.02	-1.18	-0.16	-0.13	-0.49	0.4	0.38	0.38	0.07
AGAP008747	-0.46	-0.29	0.06	-0.86	-0.61	-0.11	0.08	0.12	0.03	0.22	-0.48	0.17	-0.55	0.0	-0.71	-0.15	-0.19	0.35	-0.67	-0.42	-0.95	0.41	-0.05
AGAP001914	0.46	0.08	0.18	-0.44	-0.57	-0.07	0.0	0.71	0.37	-0.13	-0.04	-0.15	-0.07	-0.04	0.06	-0.63	0.06	0.03	0.3	0.28	-0.1	0.3	0.12
AGAP005375	-0.5	-0.08	0.02	-0.11	-0.15	-0.36	-0.55	-0.66	-0.48	0.42	0.07	0.15	-0.21	0.09	-0.26	-0.09	-0.11	0.32	-0.22	-0.16	-0.49	-0.36	-0.51
AGAP000444	0.51	-0.17	0.13	0.35	0.16	0.24	0.13	0.2	0.4	0.24	0.01	0.03	-0.21	0.07	-0.16	0.22	0.04	0.32	-0.27	-0.24	-0.26	0.11	0.22
AGAP005275	0.44	0.24	-0.19	-0.05	-0.05	0.04	0.06	-0.13	-0.36	-0.17	-0.27	-0.24	-0.35	-0.23	-0.32	0.04	-0.25	-0.14	0.0	0.09	-0.07	-0.68	-0.02
AGAP011271	0.55	0.37	0.23	-0.17	-0.1	-0.14	0.11	-0.29	-0.22	-0.66	-0.6	-0.71	-0.67	-0.96	-0.91	-0.16	0.26	-0.05	0.72	-0.08	-0.03	0.23	0.36
AGAP010240	1.68	1.08	-0.05	1.75	0.72	0.59	0.22	1.18	2.27	2.76	2.61	1.46	1.29	3.65	3.49	2.7	0.77	2.57	1.9	1.79	2.05	-0.02	0.32
AGAP012079	1.24	0.57	-0.1	0.27	-0.14	0.7	1.1	0.32	0.32	-0.14	-0.05	-0.36	-0.28	0.0	0.1	0.64	0.87	-0.5	-1.0	-1.13	-1.04	0.1	0.62
AGAP000483	0.54	0.21	-0.08	-0.15	-0.12	0.26	0.69	0.14	-0.05	-0.65	0.05	-0.51	0.19	-0.6	0.11	-0.13	0.22	-0.25	0.51	-0.13	-0.02	-0.18	0.41
AGAP005161	-0.47	-0.25	0.33	-0.39	-0.44	0.05	0.09	-0.21	-0.12	-0.33	-1.05	-0.84	-1.58	-0.99	-1.71	-0.7	-0.66	0.14	0.42	0.4	0.33	-0.4	0.18
AGAP003547	0.66	0.84	-0.92	-0.31	-0.25	0.46	-0.81	-0.88	-0.96	0.46	1.18	0.88	1.59	1.3	2.03	0.9	1.53	-1.93	-0.7	-0.62	-0.55	0.11	-0.18
AGAP009035	-0.66	-0.21	0.22	0.02	-0.09	0.06	0.51	0.06	0.16	-0.45	-0.4	-0.32	-0.29	-0.36	-0.3	-0.51	-0.64	0.36	0.19	-0.05	0.24	-0.26	0.29
AGAP006768	-0.72	-0.48	0.11	-0.51	-0.46	0.17	0.23	-0.55	-0.49	0.99	0.97	1.51	1.48	0.58	0.56	0.08	0.35	-0.05	-0.26	0.05	0.01	-1.33	0.14
AGAP005401	-0.55	-0.47	-0.06	0.01	-0.04	0.01	0.32	0.56	0.27	-0.19	-0.21	-0.2	-0.23	-0.18	-0.2	-0.4	-0.27	0.6	0.41	0.55	0.29	0.06	0.41
AGAP005789	-0.71	-0.4	0.65	0.08	-0.21	-0.4	-0.26	-0.45	-0.27	-0.37	-0.31	-0.21	-0.17	-0.35	-0.29	0.14	-0.3	1.08	0.0	0.28	-0.23	-0.62	-0.15
AGAP002272	0.58	0.36	-1.12	0.35	0.28	0.05	0.18	-0.43	-0.58	0.06	0.42	0.26	0.62	0.24	0.61	0.17	-0.13	-0.97	-0.95	-0.8	-1.13	-0.54	0.55
AGAP006223	-2.94	-0.47	0.09	-0.35	0.42	-0.31	-1.23	-1.24	-0.28	2.21	2.75	2.47	3.0	1.94	2.49	-2.26	2.12	-2.24	2.22	3.44	2.52	1.09	1.29
AGAP001019	-0.62	-0.05	0.09	-0.22	-0.85	0.05	-0.01	-1.51	-1.27	0.02	-0.25	0.0	-0.28	-0.87	-1.13	-0.87	-0.61	-0.02	1.02	1.13	0.95	-0.81	0.21
AGAP009364	-1.26	-0.9	0.16	1.06	-0.03	0.08	0.47	1.54	1.81	0.39	0.95	1.2	1.76	1.3	1.87	-0.3	0.16	-2.26	0.11	0.39	0.09	0.14	0.69
AGAP000023	0.51	0.32	-0.83	0.14	-0.59	0.01	-0.54	0.16	-0.11	0.59	0.35	0.77	0.52	1.73	1.49	0.23	-0.06	0.41	-0.56	-0.46	-0.53	1.76	0.62
AGAP011909	-2.28	-2.3	0.07	4.36	4.06	1.75	1.65	1.73	1.92	0.98	1.85	1.72	2.58	1.09	1.97	0.9	1.42	5.06	0.78	-0.18	0.01	1.84	-0.67
AGAP007567	-0.51	-0.11	-0.2	0.0	-0.16	0.02	0.42	0.26	0.21	-0.62	-0.27	-0.63	-0.29	-0.86	-0.51	-0.25	-0.33	-0.28	0.57	0.22	0.7	0.58	0.28
AGAP008077	0.64	0.56	-0.66	-0.07	-0.06	0.28	0.14	-0.45	-0.61	-0.37	0.09	-0.3	0.15	-0.7	-0.23	0.84	0.27	-1.2	-0.62	-0.28	-0.53	0.15	0.17
AGAP002503	-0.96	-0.13	0.87	-0.1	-0.47	0.89	1.93	2.24	2.04	-0.43	-0.9	-0.48	-0.97	-1.12	-1.6	-0.24	0.4	1.66	-0.07	-0.16	0.07	0.66	0.54
AGAP003577	-1.0	-0.09	-0.02	-0.02	-0.12	-0.25	-0.88	-1.08	-1.39	0.18	0.42	0.28	0.5	0.38	0.62	-0.17	0.26	-0.23	0.16	0.19	0.25	-0.35	-0.25
AGAP008758	0.75	2.14	1.32	1.43	1.34	1.09	1.17	0.71	0.81	0.16	1.53	-0.72	0.64	-0.91	0.46	1.03	1.07	1.46	-0.79	-0.46	-0.46	-2.03	-1.41
AGAP000586	-0.65	0.07	0.07	-0.33	0.46	0.17	0.02	0.22	0.86	-0.78	0.04	-1.14	-0.34	-0.83	-0.01	-1.05	0.43	0.96	0.23	-0.29	0.13	0.41	0.03
AGAP008286	-0.53	-0.25	0.17	0.07	-0.13	-0.29	-0.22	-0.33	-0.18	0.11	-0.04	-0.05	-0.22	-0.08	-0.23	-0.15	-0.06	0.0	0.32	0.31	0.23	0.01	-0.16
AGAP004756	-0.66	-0.34	0.18	-0.01	0.1	-0.08	-0.38	-0.43	-0.5	0.42	-0.61	0.23	-0.82	0.23	-0.81	-0.33	-0.69	0.22	-0.17	0.09	-0.17	-0.83	-0.42
AGAP001867	-0.54	-0.62	-0.34	0.32	0.1	0.07	0.41	1.28	1.01	-0.28	0.39	-0.42	0.23	-0.35	0.31	-0.11	-0.18	0.87	0.35	0.63	0.52	0.7	0.61
AGAP028027	0.98	0.54	-1.21	0.42	0.43	0.17	-0.91	-1.02	-1.1	-0.27	0.69	-0.31	0.64	0.02	0.98	1.03	0.79	-0.95	-1.37	-1.15	-1.05	-0.33	-0.06
AGAP009960	-2.37	0.03	-0.02	0.09	0.05	-0.23	-0.09	-0.47	-0.81	0.3	-0.26	-0.01	-0.59	-0.57	-1.12	-0.74	-0.06	0.05	-1.04	-0.49	0.06	-0.69	0.34
AGAP028645	0.55	0.27	-0.31	0.15	-0.02	0.23	0.36	0.07	-0.01	-0.55	-0.34	-0.41	-0.21	-0.85	-0.64	0.17	-0.05	-0.36	-0.15	0.03	0.13	0.27	-0.12
AGAP006968	-3.66	-1.67	-1.61	-2.1	0.63	-1.13	-2.43	-3.63	-3.63	-0.23	0.3	-0.06	0.46	0.06	0.59	0.01	1.29	-0.11	-0.37	-0.28	-0.29	0.32	0.25
AGAP007537	0.54	-0.02	-0.04	-0.01	0.4	0.46	0.25	0.05	-0.09	-0.8	-0.22	-0.61	-0.04	-0.82	-0.24	0.33	0.5	-0.19	-0.11	-0.57	-0.27	0.05	0.19
AGAP011109	-0.52	-0.75	-0.14	-0.06	-0.2	0.16	-0.06	-0.2	-0.24	-0.57	-0.24	-0.61	-0.3	-0.87	-0.54	-0.05	-0.43	0.72	-0.41	-0.15	-0.41	-0.22	0.59
AGAP007640	-0.54	-0.24	0.49	0.05	0.17	-0.44	0.11	0.16	0.01	-1.15	-0.29	-1.25	-0.4	-1.46	-0.59	-0.35	0.09	0.64	0.48	0.02	0.07	0.25	0.3
AGAP003020	-1.01	-0.39	-0.32	-0.3	1.31	-0.93	-1.34	-2.31	-2.35	0.34	0.25	-0.18	-0.28	-0.55	-0.64	-0.45	-0.2	0.9	0.53	0.67	0.39	0.74	0.27
